recipient_uei,IHE,recipient_name,recipient_name_raw,recipient_parent_name,recipient_parent_uei,recipient_city_name,recipient_state_code,prime_award_base_transaction_description,total_obligated_amount,period_of_performance_start_date,period_of_performance_end_date,period_of_performance_potential_end_date,primary_place_of_performance_country_name,generated_unique_award_id,award_type
LKTNULLR6FL6,N,JSI RESEARCH & TRAINING INSTITUTE INC,JSI RESEARCH & TRAINING INSTITUTE INC,JSI RESEARCH & TRAINING INSTITUTE INC,LKTNULLR6FL6,BOSTON,MA,"USAID GLOBAL HEALTH EFFORTS ARE FOCUSED TO PREVENT CHILD AND MATERNAL DEATHS, CONTROL THE HIV/AIDS EPIDEMIC, CONTROL AND ELIMINATE MALARIA, INCREASE AND SUSTAIN ACCESS TO SAFE, VOLUNTARY, HIGH-QUALITY FAMILY PLANNING AND REPRODUCTIVE HEALTH CARE, AND",77680733,12/16/24,12/15/34,12/15/34 0:00,TANZANIA,CONT_AWD_72062125F00001_7200_7200AA24D00005_7200,DELIVERY ORDER
V6AUVN1WLN98,N,"UNIVERSITY RESEARCH CO., LLC","UNIVERSITY RESEARCH CO., LLC","UNIVERSITY RESEARCH CO., LLC",V6AUVN1WLN98,CHEVY CHASE,MD,THE PURPOSE OF THIS TASK ORDER IS TO PROVIDE TECHNICAL ASSISTANCE TO IMPLEMENT THE QUALITY FOR HEALTH SERVICES ACTIVITY IN THE COUNTRY OF GHANA. THE PURPOSE OF THE USAID/QUALITY SERVICES FOR HEALTH ACTIVITY IS TO STRENGTHEN THE INSTITUTIONAL CAPACITY,16297092.42,7/23/21,9/30/25,9/30/25 0:00,GHANA,CONT_AWD_72064121F00001_7200_7200AA18D00026_7200,DELIVERY ORDER
EFNVHXX1LBU8,N,LYNDEN LANGUAGE SCHOOL,LYNDEN LANGUAGE SCHOOL,LYNDEN LANGUAGE SCHOOL,EFNVHXX1LBU8,MAPUTO,NA,THE PURPOSE OF THIS REQUISITION IS TO PROCURE PORTUGUESE LANGUAGE TRAINING FOR MICHELLE SHIRLEY AT LYNDEN LANGUAGE SOLUTIONS.,22000,6/3/24,8/31/25,8/31/25 0:00,MOZAMBIQUE,CONT_AWD_72065624P00024_7200_-NONE-_-NONE-,PURCHASE ORDER
EFNVHXX1LBU8,N,LYNDEN LANGUAGE SCHOOL,LYNDEN LANGUAGE SCHOOL,LYNDEN LANGUAGE SCHOOL,EFNVHXX1LBU8,MAPUTO,NA,THE PURPOSE OF THIS REQUISITION IS TO PROCURE PORTUGUESE LANGUAGE TRAINING FOR ROBERT DRAPCHO AT LYNDEN LANGUAGE SOLUTIONS.,26400,6/4/24,6/30/25,6/30/25 0:00,MOZAMBIQUE,CONT_AWD_72065624P00026_7200_-NONE-_-NONE-,PURCHASE ORDER
EFNVHXX1LBU8,N,LYNDEN LANGUAGE SCHOOL,LYNDEN LANGUAGE SCHOOL,LYNDEN LANGUAGE SCHOOL,EFNVHXX1LBU8,MAPUTO,NA,PORTUGUESE LANGUAGE TRAINING FOR NICHOLAS COX AT LYNDEN LANGUAGE SOLUTIONS.,22000,9/16/24,9/30/25,9/30/25 0:00,MOZAMBIQUE,CONT_AWD_72065624P00039_7200_-NONE-_-NONE-,PURCHASE ORDER
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,TO AWARD NEW CONTRACT FOR USAID/ETHIOPIA FEED THE FUTURE ETHIOPIA FOOD & AGRICULTURE SYSTEM TRANSFORMATION (FAST) ACTIVITY.,77742114,11/14/22,11/13/27,11/13/27 0:00,ETHIOPIA,CONT_AWD_72066323C00003_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,"NEW USAID/ETHIOPIA CLIMATE RESILIENT WATER SANITATION AND HYGIENE (WASH) ACTIVITY, UNDER WATER AND DEVELOPMENT II IDIQ.",44986188,8/25/23,8/24/28,8/24/28 0:00,ETHIOPIA,CONT_AWD_72066323F00002_7200_7200AA22D00016_7200,DELIVERY ORDER
ZW4JDDTPCBA4,N,UNIVERSAL FOR GENERAL CONSTRUCTION AND TRADING CO. LTD,UNIVERSAL FOR GENERAL CONSTRUCTION AND TRADING CO. LTD,NA,NA,JUBA,NA,"THE PURPOSE OF THIS CONTRACT IS TO PROVIDE COMPLETION OF THE ALREADY EXISTING 90% ENGINEERING DESIGNS, PERFORM VALUE ENGINEERING, AND PROVIDE CONSTRUCTION SERVICES AS DESCRIBED IN DETAIL IN SECTION C, STATEMENT OF WORK FOR THE USAID/SOUTH SUDAN JUBA",644651.96,9/30/23,11/24/25,11/24/25 0:00,SOUTH SUDAN,CONT_AWD_72066823C00002_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,"ITS PURPOSE OF THIS CONTRACT IS TO (1) STRENGTHEN THE CAPACITY OF SELECTED PUBLIC, PRIVATE, AND FAITH-BASED INSTITUTIONS TO TRAIN TEACHERS SO THAT THEY ARE CAPABLE OF DELIVERING QUALITY INSTRUCTION; (2) BUILD CRITICAL SKILLS FOR QUALITY TEACHING; AND",24114402,9/24/21,9/23/26,9/23/26 0:00,LIBERIA,CONT_AWD_72066921C00007_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
KZ2UGRDKFNJ6,N,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,KZ2UGRDKFNJ6,NORTH LITTLE ROCK,AR,HLT: NEW AWARD - CLEAN DRINKING WATER,17965691,11/1/22,10/31/27,10/31/27 0:00,LIBERIA,CONT_AWD_72066923C00001_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,EMPOWERING EAST AND CENTRAL AFRICA (EECA),88993687,6/15/23,7/31/28,7/31/28 0:00,KENYA,CONT_AWD_72067423C00003_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
KZ2UGRDKFNJ6,N,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT,KZ2UGRDKFNJ6,LITTLE ROCK,AR,ENTREPRENEURSHIP PROMOTION AND BUSINESS INVESTMENT ACTIVITY WILL SUPPORT USAID/SENEGAL ACROSS THE MISSION,14842623,7/29/21,7/31/26,7/31/26 0:00,SENEGAL,CONT_AWD_72068521C00001_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,FEED THE FUTURE SENEGAL AG VALUE CHAIN SERVICES,41992227,5/16/22,5/14/27,5/14/27 0:00,SENEGAL,CONT_AWD_72068522C00009_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,"TASK ORDER FOR FACILITATE INVESTMENT REQUIRED FOR SUSTAINABLE EXPORT (FIRST) ACTIVITY UNDER THE ""RISE"" IDIQ.",16189244,5/20/21,5/19/26,5/19/26 0:00,RWANDA,CONT_AWD_72069621F00001_7200_72062320D00013_7200,DELIVERY ORDER
JJHCMK4NT5N3,N,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,RESEARCH TRIANGLE INSTITUTE,JJHCMK4NT5N3,RESEARCH TRIANGLE PARK,NC,EMPLOYMENT AND ENTREPRENEURSHIP (E&E) ACTIVITY WILL ADDRESS THE PROBLEM OF INSUFFICIENT EMPLOYMENT OPPORTUNITIES AND LIMITED ENTREPRENEURIAL SUCCESS FOR RWANDANS WHICH NEGATIVELY IMPACTS THE RWANDAN ECONOMY AND THE COUNTRY'S DEVELOPMENT GOAL,17413870,8/1/22,7/31/27,7/31/27 0:00,RWANDA,CONT_AWD_72069622C00001_7200_-NONE-_-NONE-,DEFINITIVE CONTRACT
KCT3KNA2JQX8,N,FOREIGN SERVICE INSTITUTE,FOREIGN SERVICE INSTITUTE,GOVERNMENT OF THE UNITED STATES,NW2RJN8TQQW1,WASHINGTON,DC,PURCHASE TRAINING FROM LANGUAGE TRAINERS FOR AFRICA BUREAU PERSONNEL,25000,5/23/24,9/30/25,9/30/25 0:00,UNITED STATES,CONT_AWD_720AFR24PC00038_7200_-NONE-_-NONE-,PURCHASE ORDER
NMJHD63STRC5,Y,"UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.","UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC.",NA,NA,ATHENS,GA,PEANUT RESEARCH INNOVATION LAB (PRIL),22500000,1/10/18,1/10/28,NA,GHANA,ASST_NON_7200AA18CA00003_7200,COOPERATIVE AGREEMENT (B)
YRXVL4JYCEF5,Y,PURDUE UNIVERSITY,PURDUE UNIVERSITY,PURDUE UNIVERSITY,YRXVL4JYCEF5,WEST LAFAYETTE,IN,"THE UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID), THROUGH THE CENTER FOR DEVELOPMENT RESEARCH (CDR) IN THE U.S. GLOBAL DEVELOPMENT LAB (LAB) PLANS TO INVEST IN A FIVE-YEAR COOPERATIVE AGREEMENT WITH A HIGHER EDUCATION INSTITUTION (HEI)  TO SUPPORT A PROJECT ENTITLED LONG-TERM  ASSISTANCE AND SERVICES FOR RESEARCH  (LASER). THIS COOPERATIVE AGREEMENT AIMS TO SUPPORT THE DISCOVERY AND UPTAKE OF UNIVERSITY-SOURCED, EVIDENCE-BASED SOLUTIONS TO DEVELOPMENT CHALLENGES.",57282000,8/1/18,7/31/28,NA,UNITED STATES,ASST_NON_7200AA18CA00009_7200,COOPERATIVE AGREEMENT (B)
NTXJM52SHKS7,Y,MISSISSIPPI STATE UNIVERSITY,MISSISSIPPI STATE UNIVERSITY,MISSISSIPPI STATE UNIVERSITY,NTXJM52SHKS7,MISSISSIPPI STATE,MS,TO ADD FUNDING IN THE AMOUNT OF $2M FOR THE NEW FEED THE FUTURE INNOVATION LAB FOR FISH,19811931,8/23/18,9/12/28,NA,BANGLADESH,ASST_NON_7200AA18CA00030_7200,COOPERATIVE AGREEMENT (B)
FPU6XGFXMBE9,Y,UNIVERSITY OF NOTRE DAME DU LAC,UNIVERSITY OF NOTRE DAME DU LAC,UNIVERSITY OF NOTRE DAME DU LAC,KKBMKNFZ5PJ4,NOTRE DAME,IN,BROAD AGENCY ANNOUNCEMENT (BAA) UNDER THE MEDIA LITERACY FOR NEW DIGITAL ARRIVALS,4792898,9/27/18,9/30/25,NA,UNITED STATES,ASST_NON_7200AA18CA00059_7200,COOPERATIVE AGREEMENT (B)
D3LHU66KBLD5,Y,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,THE UNIVERSITY OF NORTH CAROLINA,N8DMK1K4C2K5,CHAPEL HILL,NC,"TB DATA, IMPACT ASSESSMENT AND COMMUNICATIONS HUB (TB DIAH)",35548519,9/24/18,3/23/25,NA,BANGLADESH,ASST_NON_7200AA18LA00007_7200,COOPERATIVE AGREEMENT (B)
D3LHU66KBLD5,Y,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,THE UNIVERSITY OF NORTH CAROLINA,N8DMK1K4C2K5,CHAPEL HILL,NC,DATA FOR IMPACT,54870392,9/21/18,3/31/25,NA,UNITED STATES,ASST_NON_7200AA18LA00008_7200,COOPERATIVE AGREEMENT (B)
R28EKN92ZTZ9,Y,MICHIGAN STATE UNIVERSITY,MICHIGAN STATE UNIVERSITY,MICHIGAN STATE UNIVERSITY,VJKZC4D1JN36,EAST LANSING,MI,FEED THE FUTURE INNOVATION LAB FOR LEGUMES SYSTEMS RESEARCH,21520262,8/23/18,8/22/28,NA,UNITED STATES,ASST_NON_7200AA18LE00003_7200,COOPERATIVE AGREEMENT (B)
FTMTDMBR29C7,Y,THE JOHNS HOPKINS UNIVERSITY,"JOHNS HOPKINS UNIVERSITY, THE",THE JOHNS HOPKINS UNIVERSITY,FTMTDMBR29C7,BALTIMORE,MD,"UNDER THE GOAL OF THIS APS, TO IMPROVE HEALTH AND DEVELOPMENT OUTCOMES, AND THE SPECIFIC PURPOSE OF IMPROVING AND STRENGTHENING PROGRAMS AND SERVICES BY SUPPORTING INCREASED UTILIZATION OF EVIDENCE-BASED INFORMATION IN GLOBAL HEALTH PROGRAMMING, ROUND 1 FOCUSED PARTICULARLY ON SUPPORTING INCREASED UTILIZATION OF EVIDENCE-BASED INFORMATION IN INFORMED AND VOLUNTARY FP/RH PROGRAMMING, AS WELL AS KM CAPACITY BUILDING IN FIELD PROGRAMMING.",29012707,2/14/19,8/13/25,NA,UNITED STATES,ASST_NON_7200AA19CA00001_7200,COOPERATIVE AGREEMENT (B)
TX2DAGQPENZ5,Y,"UNIVERSITY OF CALIFORNIA, DAVIS","UNIVERSITY OF CALIFORNIA, DAVIS",STATE OF CALIFORNIA CONTROLLERS OFFICE,NUDGYLBB4S99,DAVIS,CA,ONE HEALTH WORKFORCE - NEXT GENERATION (OHW-NG),57601341,10/1/19,9/30/25,NA,THAILAND,ASST_NON_7200AA19CA00018_7200,COOPERATIVE AGREEMENT (B)
R28EKN92ZTZ9,Y,MICHIGAN STATE UNIVERSITY,MICHIGAN STATE UNIVERSITY,MICHIGAN STATE UNIVERSITY,VJKZC4D1JN36,EAST LANSING,MI,"FEED THE FUTURE INNOVATION LAB FOR FOOD SECURITY POLICY, RESEARCH, CAPACITY, AND INFLUENCE (IL-FSPRCI)",17925820,5/15/19,5/14/26,NA,UNITED STATES,ASST_NON_7200AA19LE00001_7200,COOPERATIVE AGREEMENT (B)
YRXVL4JYCEF5,Y,PURDUE UNIVERSITY,PURDUE UNIVERSITY,PURDUE UNIVERSITY,YRXVL4JYCEF5,WEST LAFAYETTE,IN,"THE FOOD SAFETY INNOVATION LAB WILL CONDUCT RESEARCH ON FOOD SAFETY TO REDUCE RISK ASSOCIATED WITH PATHOGENS, TOXINS, PESTICIDE AND OTHER MICROBIAL AND CHEMICAL CONTAMINANTS IN THE FOOD SUPPLY.",13558213,6/25/19,6/24/29,NA,UNITED STATES,ASST_NON_7200AA19LE00003_7200,COOPERATIVE AGREEMENT (B)
TX2DAGQPENZ5,Y,"UNIVERSITY OF CALIFORNIA, DAVIS","UNIVERSITY OF CALIFORNIA, DAVIS",STATE OF CALIFORNIA CONTROLLERS OFFICE,NUDGYLBB4S99,DAVIS,CA,"FEED THE FUTURE INNOVATION LAB FOR MARKETS, RISK, AND RESILIENCE",22589939,7/15/19,7/14/25,NA,UNITED STATES,ASST_NON_7200AA19LE00004_7200,COOPERATIVE AGREEMENT (B)
G56PUALJ3KT5,Y,CORNELL UNIVERSITY,"CORNELL UNIVERSITY, INC",CORNELL UNIVERSITY,EQA8NBEN9WD5,ITHACA,NY,THE FEED THE FUTURE INNOVATION LAB CROP IMPROVEMENT WILL BE ENABLE THE DEVELOPMENT OF GLOBAL PORTFOLIO OF CROP IMPROVEMENT RESEARCH-FOR-DEVELOPMENT ACTIVITIES.,27297347,9/25/19,9/24/29,NA,UNITED STATES,ASST_NON_7200AA19LE00005_7200,COOPERATIVE AGREEMENT (B)
NTLHJXM55KZ6,Y,ARIZONA STATE UNIVERSITY,ARIZONA STATE UNIVERSITY,ARIZONA STATE UNIVERSITY,HX59VKHQH1V7,TEMPE,AZ,"CENTER FOR APPLIED RESEARCH AND INNOVATION IN SUPPLY CHAIN-AFRICA (CARISCA) UNDER EXISTING SCIENCE, TECHNOLOGY, INNOVATION, AND PARTNERSHIP ANNUAL",14252340,6/4/20,6/3/26,NA,GHANA,ASST_NON_7200AA20CA00010_7200,COOPERATIVE AGREEMENT (B)
CTLVX9M7AMR4,Y,OLD DOMINION UNIVERSITY,EASTERN VIRGINIA MEDICAL SCHOOL,OLD DOMINION UNIVERSITY,CTLVX9M7AMR4,NORFOLK,VA,"TO PROVIDE SUPPORT FOR ""FAMILY PLANNING AND REPRODUCTIVE HEALTH METHODS TO ADDRESS UNMET NEEDS""",18625000,3/23/20,7/22/26,NA,UNITED STATES,ASST_NON_7200AA20CA00019_7200,COOPERATIVE AGREEMENT (B)
XRJSGX384TD6,Y,WASHINGTON STATE UNIVERSITY,WASHINGTON STATE UNIVERSITY,WASHINGTON STATE UNIVERSITY,XRJSGX384TD6,PULLMAN,WA,"THE PURPOSE OF THE FEED THE FUTURE ANIMAL HEALTH INNOVATION LAB IS TO IMPROVE PROACTIVE RISK REDUCTION AND MITIGATION FOR LIVESTOCK DISEASE THROUGH FURTHERING THE DEVELOPMENT OF FIELD DIAGNOSTIC TESTS, NEW OR IMPROVED VACCINES OR PHARMACEUTICALS FOR ONE OF FOLLOWING LIVESTOCK DISEASES: EAST COAST FEVER, TRYPANOSOMIASIS, CONTAGIOUS BOVINE PLEUROPNEUMONIA OR CONTAGIOUS CAPRINE PLEUROPNEUMONIA",5700000,8/5/20,8/4/25,NA,UNITED STATES,ASST_NON_7200AA20CA00022_7200,COOPERATIVE AGREEMENT (B)
FPU6XGFXMBE9,Y,UNIVERSITY OF NOTRE DAME DU LAC,UNIVERSITY OF NOTRE DAME DU LAC,UNIVERSITY OF NOTRE DAME DU LAC,KKBMKNFZ5PJ4,NOTRE DAME,IN,SUPPORTING HOLISTIC AND ACTIONABLE RESEARCH IN EDUCATION (SHARE),30969368,8/4/20,8/3/27,NA,UNITED STATES,ASST_NON_7200AA20CA00025_7200,COOPERATIVE AGREEMENT (B)
CTLVX9M7AMR4,Y,OLD DOMINION UNIVERSITY,EASTERN VIRGINIA MEDICAL SCHOOL,OLD DOMINION UNIVERSITY,CTLVX9M7AMR4,NORFOLK,VA,THE PRIMARY PURPOSE OF THE PROPOSED PROGRAM IS TO TRANSFER FUNDS TO ACCOMPLISH A PUBLIC PURPOSE OF SUPPORT OR STIMULATION OF THE HIV PREVENTION PRODUCTS TARGETED FOR ADOLESCENT GIRLS AND YOUNG WOMEN IN LOW AND MIDDLE INCOME COUNTRIES.,8179463,9/22/20,9/21/25,NA,UNITED STATES,ASST_NON_7200AA20CA00030_7200,COOPERATIVE AGREEMENT (B)
C1F5LNUF7W86,Y,TRUSTEES OF TUFTS COLLEGE,TRUSTEES OF TUFTS COLLEGE,TRUSTEES OF TUFTS COLLEGE,WL9FLBRVPJJ7,BOSTON,MA,"GOAL: TO ENHANCE THE CAPACITY OF LOCAL, NATIONAL AND REGIONAL INSTITUTIONS TO UNDERSTAND THE SPILLOVER ECOSYSTEM (SE) AND TO USE EXISTING AND NEW EVIDENCE TO ADVANCE, DEPLOY, AND ASSESS INTERVENTIONS TO REDUCE THE SPILLOVER OF EMERGING ZOONOTIC VIRUSES AT HIGH-RISK ANIMAL-HUMAN INTERFACES WHILE REDUCING AMPLIFICATION AND SPREAD.",31159947,10/1/20,9/30/25,NA,VIETNAM,ASST_NON_7200AA20CA00032_7200,COOPERATIVE AGREEMENT (B)
FTMTDMBR29C7,Y,THE JOHNS HOPKINS UNIVERSITY,"JOHNS HOPKINS UNIVERSITY, THE",THE JOHNS HOPKINS UNIVERSITY,FTMTDMBR29C7,BALTIMORE,MD,"RESEARCH TO STUDY HOW TO IMPROVE UPON ""REHABILITATION AND ASSISTIVE TECHNOLOGY (AT""",25703230,9/25/20,9/24/25,NA,UNITED STATES,ASST_NON_7200AA20CA00033_7200,COOPERATIVE AGREEMENT (B)
FTMTDMBR29C7,Y,THE JOHNS HOPKINS UNIVERSITY,"JOHNS HOPKINS UNIVERSITY, THE",THE JOHNS HOPKINS UNIVERSITY,FTMTDMBR29C7,BALTIMORE,MD,TESTING A SCALABLE MODEL OF THE CHOLERA HOSPITAL-BASED INTERVENTION,1500000,6/8/20,6/7/26,NA,BANGLADESH,ASST_NON_7200AA20FA00016_7200,COOPERATIVE AGREEMENT (B)
CJDNG9D14MW7,Y,UNIVERSITY OF RHODE ISLAND,UNIVERSITY OF RHODE ISLAND,UNIVERSITY OF RHODE ISLAND,NFS9RNJVPMC7,KINGSTON,RI,"THE PURPOSE OF THE WOMEN SHELLFISHERS AND FOOD SECURITY RESEARCH ACTIVITY IS TO BUILD THE KNOWLEDGE BASE ON THE CROSS-SECTORAL BENEFITS OF PROMOTING WOMEN SHELLFISH HARVESTERS AS ENVIRONMENTAL STEWARDS OF COASTAL FISHERIES AND MANGROVES ACROSS COASTAL WEST AFRICA. THE ACTIVITY WILL GENERATE PEER-REVIEWED DATA ON THE BENEFITS FOR HOUSEHOLD FOOD SECURITY, FAMILY NUTRITION (IN PARTICULAR REDUCING ANEMIA IN WOMEN OF REPRODUCTIVE AGE), AND THE PROTECTION OF KEY SERVICES PROVIDED BY MANGROVE AND COASTAL ECOSYSTEMS.",3191001,9/15/20,12/14/25,NA,UNITED STATES,ASST_NON_7200AA20FA00031_7200,PROJECT GRANT (B)
E2NYLCDML6V1,Y,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,E2NYLCDML6V1,CAMBRIDGE,MA,"BUILDING RESEARCH AND INNOVATION FOR DEVELOPMENT, GENERATING EVIDENCE, AND TRAINING (BRIDGE-TRAIN) UNDER EXISTING SCIENCE, TECHNOLOGY, INNOVATION, AND PARTNERSHIP ANNUAL PROGRAM STATEMENT APS NO.: 7200AA18APS00003",10252562,6/10/21,6/9/26,NA,GUATEMALA,ASST_NON_7200AA21CA00009_7200,COOPERATIVE AGREEMENT (B)
FL6GV84CKN57,Y,YALE UNIV,YALE UNIVERSITY,YALE UNIV,FL6GV84CKN57,NEW HAVEN,CT,"BRINGING RESEARCH TO IMPACT FOR DEVELOPMENT, GLOBAL ENGAGEMENT, AND UTILIZATION (BRIDGE-U) UNDER EXISTING SCIENCE, TECHNOLOGY, INNOVATION, AND PARTNERSHIP ANNUAL PROGRAM STATEMENT APS NO.: 7200AA18APS00003",12980000,6/11/21,6/10/26,NA,LIBERIA,ASST_NON_7200AA21CA00010_7200,COOPERATIVE AGREEMENT (B)
DYZNJGLTHMR9,Y,HOWARD UNIVERSITY,HOWARD UNIVERSITY (INC),HOWARD UNIVERSITY,DYZNJGLTHMR9,WASHINGTON,DC,"USAID WILL PROVIDE 15 FELLOWSHIPS TO OUTSTANDING CANDIDATES FROM UNDERREPRESENTED RACIAL AND ETHNIC GROUPS,   HISTORICALLY MARGINALIZED POPULATIONS AND THOSE FROM SOCIOECONOMICALLY DISADVANTAGED BACKGROUNDS IN THE   UNITED STATES, AND WHO HAVE AN INTEREST IN PURSUING A FOREIGN SERVICE CAREER WITH USAID. THE RECIPIENT SHALL   PROVIDE FUNDING TO ASSIST THESE STUDENTS TOWARD COMPLETING A FULL-TIME TWO-YEAR GRADUATE DEGREE IN ACADEMIC   DISCIPLINES REPRESENTING THE SKILL NEEDS OF USAID, AS WELL AS PROVIDING PROFESSIONAL DEVELOPMENT ACTIVITIES   THROUGH ORIENTATION, SKILLS DEVELOPMENT ACTIVITIES, MENTORSHIP AND SUPPORT FOR SUMMER ROTATIONS/DETAILS IN   WASHINGTON D.C. AND OVERSEAS  AT A USAID MISSION.",9035283,9/30/21,9/30/26,NA,UNITED STATES,ASST_NON_7200AA21CA00016_7200,COOPERATIVE AGREEMENT (B)
R28EKN92ZTZ9,Y,MICHIGAN STATE UNIVERSITY,MICHIGAN STATE UNIVERSITY,MICHIGAN STATE UNIVERSITY,VJKZC4D1JN36,EAST LANSING,MI,"THIS ACTIVITY WILL ENGAGE IN AFRICA (ETHIOPIA AND NIGERIA) AND SOUTHEAST ASIA (BANGLADESH AND INDONESIA) TO ADVANCE BLIGHT-RESISTANT POTATO VARIETIES THROUGH THE PRODUCT LIFE CYCLE. THE ACTIVITY WILL ALSO IMPROVE THE CAPACITY OF PARTNER-COUNTRY RESEARCHERS AND MARKET SYSTEMS TO DEVELOP AND DISSEMINATE BIOTECHNOLOGY PRODUCTS THAT ADDRESS FOOD SECURITY CHALLENGES -¿ ULTIMATELY ENHANCING THE PRODUCTIVITY, RESILIENCE, AND NUTRITION OF SMALLHOLDERS.",11512672,9/24/21,9/23/26,NA,UNITED STATES,ASST_NON_7200AA21CA00018_7200,COOPERATIVE AGREEMENT (B)
Y8CWNJRCNN91,Y,UNIVERSITY OF ILLINOIS,UNIVERSITY OF ILLINOIS,UNIVERSITY OF ILLINOIS,Y8CWNJRCNN91,URBANA,IL,I2I 2.0 TECHNOLOGY DEVELOPMENT PLATFORM UNDER THE FEED THE FUTURE SOYBEAN VALUE CHAIN RESEARCH LEADER   AWARD,4000000,9/20/21,9/29/26,NA,UNITED STATES,ASST_NON_7200AA21CA00019_7200,COOPERATIVE AGREEMENT (B)
G56PUALJ3KT5,Y,CORNELL UNIVERSITY,CORNELL UNIVERSITY,CORNELL UNIVERSITY,EQA8NBEN9WD5,ITHACA,NY,FEED THE FUTURE INSECT-RESISTANT EGGPLANT PARTNERSHIP,5696421,9/30/21,9/29/26,NA,UNITED STATES,ASST_NON_7200AA21CA00022_7200,COOPERATIVE AGREEMENT (B)
XRJSGX384TD6,Y,WASHINGTON STATE UNIVERSITY,WASHINGTON STATE UNIVERSITY,WASHINGTON STATE UNIVERSITY,XRJSGX384TD6,PULLMAN,WA,"THROUGH THE NEW DEEP VZN PROJECT, THE U.S. AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID) SEEKS TO ASSIST A   LIMITED NUMBER OF COUNTRIES, WITH A FOCUS ON AFRICA, ASIA, AND LATIN AMERICA, TO ESTABLISH CAPACITY TO DETECT,   CHARACTERIZE, AND DISSEMINATE INFORMATION AND FINDINGS REGARDING PREVIOUSLY UNKNOWN VIRUSES THAT HAVE   ORIGINATED IN WILDLIFE.  THE DEEP VZN ACTIVITIES WILL GENERATE INFORMATION THAT CAN BE USED BY OTHER PARTNERS TO   APPROPRIATELY ADDRESS GENDER IN THE DEVELOPMENT OF TOOLS AND STRATEGIES AND IN THE RECOMMENDATIONS FOR ANY   EVIDENCE-BASED VIRAL ZOONOSES RISK MITIGATION.",11532810,10/1/21,9/30/26,NA,UNITED STATES,ASST_NON_7200AA21CA00033_7200,COOPERATIVE AGREEMENT (B)
